         4        38       781       781B   
 E STATE HAS LABEL B   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  3
    20911.00  0.142747E+04 0.701061E+05 0.101947E+07 0.313402E+07
    21111.00  0.537756E+03 0.527686E+05 0.976732E+06 0.438066E+07
    21311.00  0.114827E+03 0.380615E+05 0.894055E+06 0.533880E+07
    21511.00  0.796562E-01 0.261581E+05 0.785449E+06 0.592621E+07
    21711.00  0.677116E+02 0.169712E+05 0.663996E+06 0.613325E+07
    21911.00  0.223910E+03 0.102364E+05 0.540706E+06 0.599993E+07
    22111.00  0.403530E+03 0.558849E+04 0.423989E+06 0.559537E+07
    22311.00  0.565404E+03 0.262171E+04 0.319562E+06 0.500067E+07
    22511.00  0.687178E+03 0.935769E+03 0.230671E+06 0.429625E+07
    22711.00  0.760304E+03 0.166497E+03 0.158500E+06 0.355330E+07
    22911.00  0.785590E+03 0.379347E+01 0.102654E+06 0.282905E+07
    23111.00  0.769513E+03 0.199072E+03 0.616472E+05 0.216500E+07
    23311.00  0.721356E+03 0.565027E+03 0.333482E+05 0.158733E+07
    23511.00  0.651159E+03 0.970246E+03 0.153461E+05 0.110877E+07
    23711.00  0.568339E+03 0.133082E+04 0.522916E+04 0.731180E+06
    23911.00  0.480915E+03 0.160076E+04 0.779595E+03 0.448432E+06
    24111.00  0.395137E+03 0.176233E+04 0.897848E+02 0.249170E+06
    24311.00  0.315452E+03 0.181734E+04 0.161624E+04 0.119255E+06
    24511.00  0.244647E+03 0.177972E+04 0.418545E+04 0.437206E+05
    24711.00  0.184122E+03 0.166963E+04 0.696676E+04 0.824138E+04
    24911.00  0.134189E+03 0.150913E+04 0.942506E+04 0.961568E+02
    25111.00  0.943781E+02 0.131918E+04 0.112641E+05 0.870417E+04
    25311.00  0.637175E+02 0.111788E+04 0.123684E+05 0.258071E+05
    25511.00  0.409548E+02 0.919567E+03 0.127490E+05 0.453914E+05
    25711.00  0.247371E+02 0.734617E+03 0.124970E+05 0.634408E+05
    25911.00  0.137370E+02 0.569702E+03 0.117458E+05 0.775955E+05
    26111.00  0.673669E+01 0.428318E+03 0.106429E+05 0.867829E+05
    26311.00  0.267581E+01 0.311423E+03 0.932999E+04 0.908608E+05
    26511.00  0.671491E+00 0.218124E+03 0.793087E+04 0.903048E+05
    26711.00  0.187785E-01 0.146283E+03 0.654486E+04 0.859471E+05
    26911.00  0.178083E+00 0.930546E+02 0.524522E+04 0.787782E+05
 K.E.IE==>      8            9           10           11
        1.00  0.110773E+09 0.453375E+09 0.328176E+09 0.285087E+10
        2.00  0.406314E+08 0.186524E+09 0.142769E+09 0.106128E+10
        3.00  0.640466E+08 0.329223E+09 0.264873E+09 0.170226E+10
        4.00  0.962509E+08 0.553171E+09 0.465375E+09 0.261019E+10
        5.00  0.133375E+09 0.855820E+09 0.749493E+09 0.370079E+10
        6.00  0.172889E+09 0.123701E+10 0.112328E+10 0.492250E+10
        7.00  0.212712E+09 0.169505E+10 0.159045E+10 0.623279E+10
        8.00  0.251148E+09 0.222656E+10 0.215208E+10 0.759615E+10
        9.00  0.286868E+09 0.282661E+10 0.280665E+10 0.898344E+10
       10.00  0.318888E+09 0.348898E+10 0.355022E+10 0.103714E+11
       11.00  0.346539E+09 0.420637E+10 0.437669E+10 0.117418E+11
       12.00  0.369429E+09 0.497085E+10 0.527822E+10 0.130815E+11
       13.00  0.387419E+09 0.577414E+10 0.624576E+10 0.143816E+11
       14.00  0.400572E+09 0.660806E+10 0.726953E+10 0.156372E+11
       15.00  0.409112E+09 0.746475E+10 0.833947E+10 0.168465E+11
       16.00  0.413379E+09 0.833684E+10 0.944555E+10 0.180106E+11
       17.00  0.413788E+09 0.921751E+10 0.105780E+11 0.191320E+11
       18.00  0.410793E+09 0.101006E+11 0.117276E+11 0.202149E+11
       19.00  0.404860E+09 0.109803E+11 0.128853E+11 0.212640E+11
       20.00  0.396452E+09 0.118517E+11 0.140431E+11 0.222842E+11
       21.00  0.386013E+09 0.127102E+11 0.151931E+11 0.232807E+11
       22.00  0.373959E+09 0.135518E+11 0.163285E+11 0.242588E+11
       23.00  0.360671E+09 0.143731E+11 0.174432E+11 0.252235E+11
       24.00  0.346498E+09 0.151711E+11 0.185316E+11 0.261796E+11
       25.00  0.331748E+09 0.159436E+11 0.195892E+11 0.271317E+11
       26.00  0.316690E+09 0.166887E+11 0.206120E+11 0.280844E+11
       27.00  0.301558E+09 0.174048E+11 0.215969E+11 0.290416E+11
       28.00  0.286548E+09 0.180910E+11 0.225412E+11 0.300071E+11
       29.00  0.271822E+09 0.187464E+11 0.234429E+11 0.309841E+11
       30.00  0.257515E+09 0.193704E+11 0.243003E+11 0.319758E+11
       31.00  0.243730E+09 0.199629E+11 0.251124E+11 0.329844E+11
       32.00  0.230548E+09 0.205236E+11 0.258783E+11 0.340123E+11
       33.00  0.218029E+09 0.210525E+11 0.265975E+11 0.350612E+11
       34.00  0.206215E+09 0.215498E+11 0.272699E+11 0.361325E+11
       35.00  0.195133E+09 0.220156E+11 0.278954E+11 0.372274E+11
       36.00  0.184799E+09 0.224504E+11 0.284744E+11 0.383466E+11
       37.00  0.175216E+09 0.228546E+11 0.290073E+11 0.394909E+11
       38.00  0.166382E+09 0.232288E+11 0.294950E+11 0.406607E+11
       39.00  0.158286E+09 0.235734E+11 0.299382E+11 0.418560E+11
       40.00  0.150914E+09 0.238893E+11 0.303380E+11 0.430771E+11
       42.00  0.138269E+09 0.244377E+11 0.310122E+11 0.455956E+11
       44.00  0.128282E+09 0.248804E+11 0.315279E+11 0.482133E+11
       46.00  0.120783E+09 0.252239E+11 0.318963E+11 0.509252E+11
       48.00  0.115612E+09 0.254748E+11 0.321292E+11 0.537236E+11
       50.00  0.112641E+09 0.256397E+11 0.322383E+11 0.565992E+11
       52.00  0.111777E+09 0.257248E+11 0.322351E+11 0.595410E+11
       54.00  0.112971E+09 0.257363E+11 0.321309E+11 0.625365E+11
       56.00  0.116215E+09 0.256802E+11 0.319369E+11 0.655726E+11
       58.00  0.121549E+09 0.255626E+11 0.316638E+11 0.686357E+11
       60.00  0.129047E+09 0.253891E+11 0.313219E+11 0.717116E+11
       62.00  0.138825E+09 0.251653E+11 0.309209E+11 0.747864E+11
       64.00  0.151028E+09 0.248964E+11 0.304701E+11 0.778457E+11
       66.00  0.165827E+09 0.245873E+11 0.299779E+11 0.808756E+11
       68.00  0.183418E+09 0.242428E+11 0.294521E+11 0.838618E+11
       70.00  0.204011E+09 0.238670E+11 0.288999E+11 0.867906E+11
       72.00  0.227828E+09 0.234641E+11 0.283277E+11 0.896485E+11
       74.00  0.255099E+09 0.230377E+11 0.277414E+11 0.924226E+11
       76.00  0.286056E+09 0.225915E+11 0.271463E+11 0.951007E+11
       78.00  0.320930E+09 0.221287E+11 0.265474E+11 0.976716E+11
       80.00  0.359947E+09 0.216524E+11 0.259489E+11 0.100125E+12
       82.00  0.403325E+09 0.211655E+11 0.253549E+11 0.102451E+12
       84.00  0.451272E+09 0.206707E+11 0.247686E+11 0.104643E+12
       86.00  0.503981E+09 0.201704E+11 0.241933E+11 0.106692E+12
       88.00  0.561628E+09 0.196670E+11 0.236315E+11 0.108593E+12
       90.00  0.624373E+09 0.191623E+11 0.230856E+11 0.110339E+12
       92.00  0.692353E+09 0.186582E+11 0.225574E+11 0.111927E+12
       94.00  0.765684E+09 0.181565E+11 0.220485E+11 0.113353E+12
       96.00  0.844461E+09 0.176586E+11 0.215604E+11 0.114614E+12
       98.00  0.928752E+09 0.171658E+11 0.210941E+11 0.115710E+12
      100.00  0.101860E+10 0.166793E+11 0.206505E+11 0.116638E+12
      102.00  0.111404E+10 0.162003E+11 0.202304E+11 0.117399E+12
      104.00  0.121505E+10 0.157296E+11 0.198343E+11 0.117995E+12
      106.00  0.132162E+10 0.152680E+11 0.194627E+11 0.118427E+12
      108.00  0.143370E+10 0.148165E+11 0.191158E+11 0.118698E+12
      110.00  0.155120E+10 0.143754E+11 0.187938E+11 0.118811E+12
      112.00  0.167405E+10 0.139455E+11 0.184968E+11 0.118771E+12
      114.00  0.180213E+10 0.135271E+11 0.182249E+11 0.118581E+12
      116.00  0.193529E+10 0.131206E+11 0.179778E+11 0.118248E+12
      118.00  0.207338E+10 0.127263E+11 0.177556E+11 0.117775E+12
      122.00  0.236360E+10 0.119749E+11 0.173847E+11 0.116437E+12
      126.00  0.267116E+10 0.112737E+11 0.171102E+11 0.114617E+12
      130.00  0.299416E+10 0.106230E+11 0.169297E+11 0.112369E+12
      134.00  0.333047E+10 0.100222E+11 0.168409E+11 0.109747E+12
      138.00  0.367782E+10 0.947016E+10 0.168410E+11 0.106809E+12
      142.00  0.403381E+10 0.896556E+10 0.169278E+11 0.103611E+12
      146.00  0.439596E+10 0.850665E+10 0.170986E+11 0.100209E+12
      150.00  0.476172E+10 0.809146E+10 0.173510E+11 0.966524E+11
      154.00  0.512851E+10 0.771787E+10 0.176825E+11 0.929914E+11
      158.00  0.549378E+10 0.738370E+10 0.180905E+11 0.892701E+11
      162.00  0.585503E+10 0.708676E+10 0.185724E+11 0.855292E+11
      166.00  0.620981E+10 0.682487E+10 0.191257E+11 0.818051E+11
      170.00  0.655584E+10 0.659593E+10 0.197476E+11 0.781302E+11
      174.00  0.689093E+10 0.639791E+10 0.204352E+11 0.745323E+11
      178.00  0.721307E+10 0.622888E+10 0.211853E+11 0.710351E+11
      182.00  0.752039E+10 0.608698E+10 0.219946E+11 0.676580E+11
      186.00  0.781118E+10 0.597045E+10 0.228594E+11 0.644166E+11
      190.00  0.808391E+10 0.587762E+10 0.237758E+11 0.613229E+11
      194.00  0.833725E+10 0.580694E+10 0.247393E+11 0.583856E+11
      198.00  0.857003E+10 0.575691E+10 0.257454E+11 0.556108E+11
      202.00  0.878133E+10 0.572616E+10 0.267894E+11 0.530019E+11
      206.00  0.897038E+10 0.571338E+10 0.278661E+11 0.505602E+11
      210.00  0.913664E+10 0.571732E+10 0.289702E+11 0.482852E+11
      214.00  0.927975E+10 0.573680E+10 0.300964E+11 0.461747E+11
      218.00  0.939951E+10 0.577067E+10 0.312389E+11 0.442251E+11
      222.00  0.949591E+10 0.581781E+10 0.323920E+11 0.424319E+11
      226.00  0.956906E+10 0.587713E+10 0.335498E+11 0.407896E+11
      230.00  0.961925E+10 0.594756E+10 0.347065E+11 0.392920E+11
      234.00  0.964690E+10 0.602802E+10 0.358562E+11 0.379326E+11
      238.00  0.965256E+10 0.611748E+10 0.369930E+11 0.367047E+11
      242.00  0.963691E+10 0.621487E+10 0.381115E+11 0.356010E+11
      246.00  0.960074E+10 0.631915E+10 0.392060E+11 0.346146E+11
      250.00  0.954494E+10 0.642929E+10 0.402716E+11 0.337384E+11
      254.00  0.947048E+10 0.654423E+10 0.413031E+11 0.329652E+11
      258.00  0.937838E+10 0.666293E+10 0.422960E+11 0.322881E+11
      262.00  0.926973E+10 0.678434E+10 0.432459E+11 0.317003E+11
      266.00  0.914567E+10 0.690739E+10 0.441488E+11 0.311949E+11
      270.00  0.900736E+10 0.703105E+10 0.450011E+11 0.307654E+11
      274.00  0.885597E+10 0.715426E+10 0.457996E+11 0.304054E+11
      282.00  0.851881E+10 0.739529E+10 0.472241E+11 0.298684E+11
      290.00  0.814384E+10 0.762255E+10 0.484053E+11 0.295355E+11
      298.00  0.774054E+10 0.782858E+10 0.493330E+11 0.293604E+11
      306.00  0.731793E+10 0.800654E+10 0.500037E+11 0.292990E+11
      314.00  0.688440E+10 0.815037E+10 0.504201E+11 0.293090E+11
      322.00  0.644754E+10 0.825487E+10 0.505904E+11 0.293501E+11
      330.00  0.601411E+10 0.831589E+10 0.505277E+11 0.293848E+11
      338.00  0.558998E+10 0.833042E+10 0.502494E+11 0.293785E+11
      346.00  0.518009E+10 0.829661E+10 0.497763E+11 0.293003E+11
      354.00  0.478846E+10 0.821378E+10 0.491313E+11 0.291234E+11
      362.00  0.441821E+10 0.808235E+10 0.483389E+11 0.288255E+11
      370.00  0.407165E+10 0.790382E+10 0.474240E+11 0.283897E+11
      378.00  0.375032E+10 0.768068E+10 0.464116E+11 0.278041E+11
      386.00  0.345515E+10 0.741629E+10 0.453265E+11 0.270630E+11
      394.00  0.318648E+10 0.711481E+10 0.441919E+11 0.261660E+11
      402.00  0.294420E+10 0.678098E+10 0.430301E+11 0.251182E+11
      410.00  0.272780E+10 0.641998E+10 0.418611E+11 0.239297E+11
      418.00  0.253650E+10 0.603730E+10 0.407030E+11 0.226150E+11
      426.00  0.236931E+10 0.563855E+10 0.395720E+11 0.211923E+11
      434.00  0.222509E+10 0.522939E+10 0.384819E+11 0.196828E+11
      442.00  0.210269E+10 0.481534E+10 0.374448E+11 0.181098E+11
      450.00  0.200092E+10 0.440168E+10 0.364705E+11 0.164980E+11
      458.00  0.191863E+10 0.399334E+10 0.355670E+11 0.148723E+11
      466.00  0.185475E+10 0.359482E+10 0.347407E+11 0.132573E+11
      474.00  0.180829E+10 0.321009E+10 0.339960E+11 0.116762E+11
      482.00  0.177839E+10 0.284259E+10 0.333363E+11 0.101506E+11
      490.00  0.176428E+10 0.249519E+10 0.327632E+11 0.869952E+10
      498.00  0.176534E+10 0.217014E+10 0.322778E+11 0.733947E+10
      506.00  0.178101E+10 0.186913E+10 0.318799E+11 0.608378E+10
      514.00  0.181088E+10 0.159327E+10 0.315685E+11 0.494265E+10
      522.00  0.185455E+10 0.134312E+10 0.313418E+11 0.392302E+10
      530.00  0.191173E+10 0.111873E+10 0.311975E+11 0.302870E+10
      538.00  0.198211E+10 0.919731E+09 0.311324E+11 0.226053E+10
      546.00  0.206543E+10 0.745329E+09 0.311430E+11 0.161665E+10
      554.00  0.216138E+10 0.594409E+09 0.312254E+11 0.109277E+10
      562.00  0.226964E+10 0.465575E+09 0.313753E+11 0.682562E+09
      570.00  0.238982E+10 0.357219E+09 0.315878E+11 0.378008E+09
      578.00  0.252146E+10 0.267577E+09 0.318578E+11 0.169816E+09
      586.00  0.266401E+10 0.194787E+09 0.321798E+11 0.477945E+08
      596.00  0.285653E+10 0.124593E+09 0.326465E+11 0.881640E+05
      606.00  0.306355E+10 0.740433E+08 0.331733E+11 0.489908E+08
      616.00  0.328327E+10 0.395598E+08 0.337475E+11 0.173688E+09
      626.00  0.351366E+10 0.177966E+08 0.343561E+11 0.354572E+09
      636.00  0.375239E+10 0.571661E+07 0.349857E+11 0.573834E+09
      646.00  0.399693E+10 0.645390E+06 0.356226E+11 0.815867E+09
      656.00  0.424455E+10 0.302317E+06 0.362533E+11 0.106751E+10
      666.00  0.449237E+10 0.281071E+07 0.368642E+11 0.131816E+10
      676.00  0.473741E+10 0.669014E+07 0.374421E+11 0.155972E+10
      686.00  0.497666E+10 0.108338E+08 0.379748E+11 0.178646E+10
      696.00  0.520713E+10 0.144739E+08 0.384504E+11 0.199482E+10
      706.00  0.542593E+10 0.171390E+08 0.388584E+11 0.218315E+10
      716.00  0.563028E+10 0.186053E+08 0.391893E+11 0.235140E+10
      726.00  0.581759E+10 0.188463E+08 0.394350E+11 0.250082E+10
      736.00  0.598551E+10 0.179815E+08 0.395886E+11 0.263367E+10
      746.00  0.613197E+10 0.162293E+08 0.396451E+11 0.275298E+10
      756.00  0.625520E+10 0.138625E+08 0.396009E+11 0.286227E+10
      766.00  0.635380E+10 0.111708E+08 0.394539E+11 0.296541E+10
      776.00  0.642671E+10 0.842932E+07 0.392041E+11 0.306642E+10
      786.00  0.647323E+10 0.587464E+07 0.388524E+11 0.316939E+10
      796.00  0.649306E+10 0.368842E+07 0.384017E+11 0.327837E+10
      806.00  0.648622E+10 0.198804E+07 0.378559E+11 0.339732E+10
      816.00  0.645312E+10 0.824089E+06 0.372204E+11 0.353011E+10
      826.00  0.639449E+10 0.183905E+06 0.365013E+11 0.368050E+10
      836.00  0.631139E+10 0.166740E+03 0.357061E+11 0.385212E+10
      846.00  0.620513E+10 0.163612E+06 0.348427E+11 0.404848E+10
      856.00  0.607730E+10 0.538703E+06 0.339197E+11 0.427299E+10
      866.00  0.592967E+10 0.981126E+06 0.329461E+11 0.452892E+10
      876.00  0.576419E+10 0.135603E+07 0.319309E+11 0.481939E+10
      886.00  0.558295E+10 0.155599E+07 0.308833E+11 0.514737E+10
      896.00  0.538811E+10 0.151770E+07 0.298123E+11 0.551559E+10
      906.00  0.518191E+10 0.123675E+07 0.287268E+11 0.592653E+10
      916.00  0.496659E+10 0.779604E+06 0.276352E+11 0.638235E+10
      926.00  0.474438E+10 0.292533E+06 0.265454E+11 0.688480E+10
      936.00  0.451745E+10 0.694285E+04 0.254648E+11 0.743517E+10
      946.00  0.428788E+10 0.241106E+06 0.244001E+11 0.803422E+10
      956.00  0.405766E+10 0.139817E+07 0.233573E+11 0.868209E+10
      966.00  0.382863E+10 0.396060E+07 0.223419E+11 0.937825E+10
      976.00  0.360250E+10 0.848132E+07 0.213584E+11 0.101215E+11
      986.00  0.338080E+10 0.155719E+08 0.204107E+11 0.109098E+11
      996.00  0.316491E+10 0.258881E+08 0.195020E+11 0.117405E+11
     1006.00  0.295602E+10 0.401137E+08 0.186349E+11 0.126101E+11
     1016.00  0.275515E+10 0.589428E+08 0.178112E+11 0.135143E+11
     1026.00  0.256313E+10 0.830609E+08 0.170323E+11 0.144482E+11
     1036.00  0.238062E+10 0.113126E+09 0.162988E+11 0.154063E+11
     1046.00  0.220813E+10 0.149751E+09 0.156110E+11 0.163823E+11
     1056.00  0.204599E+10 0.193483E+09 0.149688E+11 0.173695E+11
     1066.00  0.189440E+10 0.244791E+09 0.143716E+11 0.183611E+11
     1076.00  0.175344E+10 0.304048E+09 0.138184E+11 0.193497E+11
     1086.00  0.162304E+10 0.371521E+09 0.133081E+11 0.203277E+11
     1096.00  0.150307E+10 0.447357E+09 0.128392E+11 0.212879E+11
     1106.00  0.139329E+10 0.531580E+09 0.124103E+11 0.222227E+11
     1116.00  0.129338E+10 0.624083E+09 0.120194E+11 0.231251E+11
     1126.00  0.120299E+10 0.724628E+09 0.116647E+11 0.239882E+11
     1136.00  0.112172E+10 0.832846E+09 0.113443E+11 0.248055E+11
     1146.00  0.104913E+10 0.948239E+09 0.110560E+11 0.255713E+11
     1156.00  0.984786E+09 0.107019E+10 0.107978E+11 0.262804E+11
     1166.00  0.928234E+09 0.119798E+10 0.105676E+11 0.269281E+11
     1176.00  0.879036E+09 0.133077E+10 0.103632E+11 0.275107E+11
     1186.00  0.836763E+09 0.146764E+10 0.101825E+11 0.280253E+11
     1196.00  0.801011E+09 0.160760E+10 0.100233E+11 0.284697E+11
     1206.00  0.771400E+09 0.174961E+10 0.988355E+10 0.288424E+11
     1216.00  0.747582E+09 0.189256E+10 0.976105E+10 0.291430E+11
     1226.00  0.729239E+09 0.203535E+10 0.965370E+10 0.293717E+11
     1236.00  0.716088E+09 0.217684E+10 0.955943E+10 0.295295E+11
     1246.00  0.707880E+09 0.231591E+10 0.947617E+10 0.296182E+11
     1256.00  0.704395E+09 0.245148E+10 0.940189E+10 0.296400E+11
     1266.00  0.705444E+09 0.258248E+10 0.933460E+10 0.295981E+11
     1276.00  0.710862E+09 0.270792E+10 0.927237E+10 0.294959E+11
     1286.00  0.720505E+09 0.282686E+10 0.921328E+10 0.293373E+11
     1296.00  0.734247E+09 0.293845E+10 0.915551E+10 0.291266E+11
     1306.00  0.751973E+09 0.304192E+10 0.909729E+10 0.288684E+11
     1316.00  0.773573E+09 0.313659E+10 0.903694E+10 0.285677E+11
     1326.00  0.798942E+09 0.322190E+10 0.897285E+10 0.282291E+11
     1336.00  0.827969E+09 0.329739E+10 0.890353E+10 0.278579E+11
     1346.00  0.860536E+09 0.336270E+10 0.882761E+10 0.274591E+11
     1356.00  0.896511E+09 0.341760E+10 0.874382E+10 0.270375E+11
     1366.00  0.935746E+09 0.346195E+10 0.865105E+10 0.265982E+11
     1376.00  0.978073E+09 0.349572E+10 0.854831E+10 0.261456E+11
     1386.00  0.102330E+10 0.351901E+10 0.843476E+10 0.256843E+11
     1396.00  0.107121E+10 0.353198E+10 0.830974E+10 0.252186E+11
     1406.00  0.112156E+10 0.353490E+10 0.817272E+10 0.247524E+11
     1416.00  0.117407E+10 0.352812E+10 0.802336E+10 0.242893E+11
     1426.00  0.122845E+10 0.351208E+10 0.786148E+10 0.238328E+11
     1436.00  0.128438E+10 0.348728E+10 0.768707E+10 0.233859E+11
     1446.00  0.134150E+10 0.345426E+10 0.750030E+10 0.229513E+11
     1456.00  0.139943E+10 0.341364E+10 0.730148E+10 0.225315E+11
     1466.00  0.145779E+10 0.336605E+10 0.709108E+10 0.221287E+11
     1476.00  0.151615E+10 0.331218E+10 0.686973E+10 0.217445E+11
     1486.00  0.157410E+10 0.325271E+10 0.663817E+10 0.213806E+11
     1496.00  0.163120E+10 0.318835E+10 0.639730E+10 0.210381E+11
     1506.00  0.168700E+10 0.311981E+10 0.614811E+10 0.207180E+11
     1516.00  0.174106E+10 0.304779E+10 0.589169E+10 0.204211E+11
     1526.00  0.179295E+10 0.297298E+10 0.562921E+10 0.201478E+11
     1536.00  0.184222E+10 0.289605E+10 0.536192E+10 0.198984E+11
     1546.00  0.188846E+10 0.281766E+10 0.509111E+10 0.196729E+11
     1556.00  0.193128E+10 0.273841E+10 0.481810E+10 0.194713E+11
     1566.00  0.197029E+10 0.265890E+10 0.454424E+10 0.192931E+11
     1576.00  0.200515E+10 0.257966E+10 0.427085E+10 0.191380E+11
     1586.00  0.203553E+10 0.250122E+10 0.399925E+10 0.190053E+11
     1596.00  0.206115E+10 0.242404E+10 0.373074E+10 0.188943E+11
     1606.00  0.208175E+10 0.234853E+10 0.346655E+10 0.188039E+11
     1616.00  0.209713E+10 0.227509E+10 0.320786E+10 0.187334E+11
     1626.00  0.210712E+10 0.220406E+10 0.295577E+10 0.186814E+11
     1636.00  0.211159E+10 0.213573E+10 0.271130E+10 0.186468E+11
     1646.00  0.211046E+10 0.207036E+10 0.247539E+10 0.186283E+11
     1656.00  0.210370E+10 0.200819E+10 0.224886E+10 0.186244E+11
     1666.00  0.209132E+10 0.194939E+10 0.203243E+10 0.186337E+11
     1676.00  0.207338E+10 0.189412E+10 0.182672E+10 0.186547E+11
     1686.00  0.204997E+10 0.184251E+10 0.163223E+10 0.186856E+11
     1696.00  0.202124E+10 0.179465E+10 0.144934E+10 0.187249E+11
     1706.00  0.198737E+10 0.175060E+10 0.127833E+10 0.187708E+11
     1716.00  0.194858E+10 0.171044E+10 0.111936E+10 0.188216E+11
     1726.00  0.190512E+10 0.167417E+10 0.972483E+09 0.188755E+11
     1736.00  0.185729E+10 0.164182E+10 0.837659E+09 0.189307E+11
     1746.00  0.180540E+10 0.161338E+10 0.714742E+09 0.189854E+11
     1756.00  0.174980E+10 0.158884E+10 0.603500E+09 0.190378E+11
     1766.00  0.169085E+10 0.156819E+10 0.503617E+09 0.190861E+11
     1776.00  0.162894E+10 0.155139E+10 0.414706E+09 0.191287E+11
     1786.00  0.156446E+10 0.153840E+10 0.336312E+09 0.191638E+11
     1796.00  0.149782E+10 0.152918E+10 0.267924E+09 0.191897E+11
     1806.00  0.142943E+10 0.152369E+10 0.208986E+09 0.192050E+11
     1816.00  0.135971E+10 0.152187E+10 0.158901E+09 0.192080E+11
     1826.00  0.128907E+10 0.152367E+10 0.117047E+09 0.191975E+11
     1836.00  0.121791E+10 0.152904E+10 0.827794E+08 0.191720E+11
     1846.00  0.114664E+10 0.153790E+10 0.554449E+08 0.191305E+11
     1856.00  0.107564E+10 0.155021E+10 0.343859E+08 0.190719E+11
     1866.00  0.100527E+10 0.156589E+10 0.189499E+08 0.189952E+11
     1876.00  0.935894E+09 0.158486E+10 0.849601E+07 0.188997E+11
     1886.00  0.867833E+09 0.160705E+10 0.240135E+07 0.187848E+11
     1896.00  0.801393E+09 0.163238E+10 0.666138E+05 0.186498E+11
     1906.00  0.736855E+09 0.166076E+10 0.920956E+06 0.184946E+11
     1916.00  0.674471E+09 0.169207E+10 0.442603E+07 0.183188E+11
     1926.00  0.614466E+09 0.172622E+10 0.100793E+08 0.181225E+11
     1936.00  0.557035E+09 0.176309E+10 0.174167E+08 0.179059E+11
     1946.00  0.502346E+09 0.180254E+10 0.260143E+08 0.176691E+11
     1956.00  0.450534E+09 0.184444E+10 0.354895E+08 0.174126E+11
     1966.00  0.401706E+09 0.188864E+10 0.455015E+08 0.171369E+11
     1976.00  0.355939E+09 0.193497E+10 0.557510E+08 0.168429E+11
     1986.00  0.313282E+09 0.198325E+10 0.659797E+08 0.165312E+11
     1996.00  0.273756E+09 0.203330E+10 0.759690E+08 0.162029E+11
     2006.00  0.237356E+09 0.208492E+10 0.855380E+08 0.158589E+11
     2016.00  0.204051E+09 0.213790E+10 0.945419E+08 0.155004E+11
     2026.00  0.173789E+09 0.219200E+10 0.102869E+09 0.151287E+11
     2036.00  0.146492E+09 0.224699E+10 0.110440E+09 0.147450E+11
     2046.00  0.122067E+09 0.230263E+10 0.117202E+09 0.143507E+11
     2056.00  0.100401E+09 0.235866E+10 0.123128E+09 0.139472E+11
     2066.00  0.813663E+08 0.241483E+10 0.128214E+09 0.135358E+11
     2076.00  0.648212E+08 0.247085E+10 0.132475E+09 0.131181E+11
     2086.00  0.506136E+08 0.252646E+10 0.135943E+09 0.126956E+11
     2096.00  0.385824E+08 0.258139E+10 0.138662E+09 0.122695E+11
     2106.00  0.285599E+08 0.263534E+10 0.140689E+09 0.118415E+11
     2116.00  0.203740E+08 0.268804E+10 0.142090E+09 0.114129E+11
     2126.00  0.138502E+08 0.273921E+10 0.142936E+09 0.109850E+11
     2136.00  0.881369E+07 0.278858E+10 0.143303E+09 0.105593E+11
     2146.00  0.509124E+07 0.283588E+10 0.143269E+09 0.101368E+11
     2156.00  0.251304E+07 0.288085E+10 0.142914E+09 0.971894E+10
     2166.00  0.914293E+06 0.292324E+10 0.142317E+09 0.930672E+10
     2176.00  0.136754E+06 0.296280E+10 0.141555E+09 0.890121E+10
     2186.00  0.300641E+05 0.299930E+10 0.140706E+09 0.850340E+10
     2196.00  0.452949E+06 0.303254E+10 0.139841E+09 0.811416E+10
     2206.00  0.127424E+07 0.306232E+10 0.139030E+09 0.773429E+10
     2216.00  0.237371E+07 0.308844E+10 0.138340E+09 0.736450E+10
     2226.00  0.364275E+07 0.311077E+10 0.137834E+09 0.700542E+10
     2236.00  0.498487E+07 0.312914E+10 0.137573E+09 0.665758E+10
     2246.00  0.631601E+07 0.314344E+10 0.137615E+09 0.632141E+10
     2256.00  0.756473E+07 0.315356E+10 0.138015E+09 0.599727E+10
     2266.00  0.867217E+07 0.315944E+10 0.138826E+09 0.568545E+10
     2276.00  0.959193E+07 0.316101E+10 0.140101E+09 0.538612E+10
     2286.00  0.102898E+08 0.315824E+10 0.141892E+09 0.509942E+10
     2296.00  0.107431E+08 0.315111E+10 0.144250E+09 0.482538E+10
     2306.00  0.109406E+08 0.313965E+10 0.147230E+09 0.456398E+10
     2316.00  0.108815E+08 0.312388E+10 0.150883E+09 0.431515E+10
     2326.00  0.105746E+08 0.310386E+10 0.155267E+09 0.407873E+10
     2336.00  0.100378E+08 0.307967E+10 0.160437E+09 0.385454E+10
     2346.00  0.929680E+07 0.305140E+10 0.166455E+09 0.364235E+10
     2356.00  0.838459E+07 0.301917E+10 0.173382E+09 0.344186E+10
     2366.00  0.734000E+07 0.298312E+10 0.181285E+09 0.325277E+10
     2376.00  0.620691E+07 0.294339E+10 0.190230E+09 0.307472E+10
     2386.00  0.503311E+07 0.290015E+10 0.200289E+09 0.290735E+10
     2396.00  0.386929E+07 0.285359E+10 0.211534E+09 0.275027E+10
     2406.00  0.276797E+07 0.280390E+10 0.224041E+09 0.260307E+10
     2416.00  0.178248E+07 0.275128E+10 0.237885E+09 0.246533E+10
