# p_bar (bar) z (km) T (K) nH2 (cm-3) nHe (cm-3) nH (cm-3) nCH4 (cm-3) nC2H2 (cm-3) nC2H4 (cm-3) nC2H6 (cm-3)
6.332908e-04  161.58  164.87 4.857547e+15 5.256680e+14 1.949363e+08 1.030265e+13 1.019129e+09 1.879695e+10 4.834181e+07
5.991770e-04  162.84  165.00 4.630407e+15 5.007420e+14 2.107562e+08 9.820893e+12 1.026169e+09 1.830156e+10 4.868513e+07
5.669007e-04  164.10  165.14 4.403267e+15 4.758160e+14 2.265760e+08 9.339136e+12 1.033209e+09 1.780617e+10 4.902845e+07
5.363631e-04  165.36  165.27 4.176127e+15 4.508899e+14 2.423958e+08 8.857379e+12 1.040248e+09 1.731078e+10 4.937177e+07
5.074705e-04  166.61  165.41 3.948987e+15 4.259639e+14 2.582157e+08 8.375622e+12 1.047288e+09 1.681539e+10 4.971508e+07
4.801343e-04  167.87  165.55 3.721848e+15 4.010379e+14 2.740355e+08 7.893865e+12 1.054327e+09 1.632001e+10 5.005840e+07
4.542706e-04  169.13  165.68 3.494708e+15 3.761119e+14 2.898554e+08 7.412109e+12 1.061367e+09 1.582462e+10 5.040172e+07
4.298001e-04  170.40  165.88 3.291266e+15 3.539543e+14 3.070466e+08 6.980615e+12 1.076089e+09 1.533926e+10 5.066078e+07
4.066478e-04  171.67  166.24 3.140421e+15 3.379414e+14 3.272816e+08 6.660681e+12 1.107864e+09 1.487617e+10 5.073283e+07
3.847427e-04  172.94  166.59 2.989576e+15 3.219284e+14 3.475166e+08 6.340747e+12 1.139639e+09 1.441308e+10 5.080488e+07
3.640175e-04  174.22  166.94 2.838731e+15 3.059154e+14 3.677517e+08 6.020813e+12 1.171413e+09 1.394999e+10 5.087692e+07
3.444087e-04  175.49  167.29 2.687886e+15 2.899024e+14 3.879867e+08 5.700879e+12 1.203188e+09 1.348690e+10 5.094897e+07
3.258562e-04  176.76  167.64 2.537040e+15 2.738894e+14 4.082217e+08 5.380945e+12 1.234962e+09 1.302381e+10 5.102102e+07
3.083031e-04  178.04  168.00 2.386195e+15 2.578764e+14 4.284567e+08 5.061010e+12 1.266737e+09 1.256072e+10 5.109307e+07
2.916956e-04  179.31  168.35 2.235350e+15 2.418635e+14 4.486918e+08 4.741076e+12 1.298511e+09 1.209763e+10 5.116512e+07
2.759826e-04  180.60  168.80 2.105796e+15 2.283157e+14 4.781581e+08 4.466299e+12 1.309753e+09 1.168245e+10 5.078982e+07
2.611161e-04  181.90  169.36 2.001206e+15 2.176582e+14 5.184477e+08 4.244467e+12 1.296921e+09 1.132345e+10 4.989002e+07
2.470504e-04  183.20  169.92 1.896616e+15 2.070008e+14 5.587374e+08 4.022636e+12 1.284089e+09 1.096446e+10 4.899022e+07
2.337424e-04  184.49  170.48 1.792026e+15 1.963433e+14 5.990270e+08 3.800804e+12 1.271257e+09 1.060546e+10 4.809043e+07
2.211512e-04  185.79  171.04 1.687436e+15 1.856859e+14 6.393167e+08 3.578972e+12 1.258425e+09 1.024647e+10 4.719063e+07
2.092383e-04  187.09  171.60 1.582846e+15 1.750284e+14 6.796063e+08 3.357140e+12 1.245592e+09 9.887469e+09 4.629083e+07
1.979672e-04  188.39  172.16 1.478256e+15 1.643710e+14 7.198960e+08 3.135308e+12 1.232760e+09 9.528472e+09 4.539103e+07
1.873032e-04  189.69  172.72 1.373666e+15 1.537135e+14 7.601856e+08 2.913477e+12 1.219928e+09 9.169475e+09 4.449124e+07
1.772136e-04  191.01  173.29 1.298425e+15 1.456615e+14 8.498767e+08 2.753895e+12 1.234123e+09 8.860598e+09 4.345689e+07
1.676675e-04  192.34  173.87 1.232368e+15 1.384248e+14 9.550246e+08 2.613791e+12 1.256775e+09 8.567403e+09 4.238043e+07
1.586357e-04  193.67  174.44 1.166310e+15 1.311880e+14 1.060173e+09 2.473686e+12 1.279427e+09 8.274208e+09 4.130398e+07
1.500903e-04  195.00  175.01 1.100253e+15 1.239512e+14 1.165320e+09 2.333582e+12 1.302078e+09 7.981013e+09 4.022753e+07
1.420053e-04  196.33  175.59 1.034195e+15 1.167145e+14 1.270468e+09 2.193477e+12 1.324730e+09 7.687817e+09 3.915108e+07
1.343558e-04  197.66  176.16 9.681374e+14 1.094777e+14 1.375616e+09 2.053373e+12 1.347382e+09 7.394622e+09 3.807462e+07
1.271184e-04  198.99  176.73 9.020799e+14 1.022409e+14 1.480764e+09 1.913268e+12 1.370033e+09 7.101427e+09 3.699817e+07
1.202708e-04  200.33  177.55 8.416840e+14 9.553187e+13 1.600438e+09 1.784630e+12 1.387275e+09 6.820716e+09 3.601577e+07
1.137921e-04  201.72  179.11 7.992228e+14 9.049442e+13 1.766127e+09 1.692313e+12 1.387379e+09 6.579551e+09 3.533128e+07
1.076624e-04  203.11  180.67 7.567616e+14 8.545697e+13 1.931816e+09 1.599995e+12 1.387483e+09 6.338387e+09 3.464679e+07
1.018629e-04  204.50  182.23 7.143004e+14 8.041952e+13 2.097505e+09 1.507678e+12 1.387588e+09 6.097223e+09 3.396230e+07
9.637579e-05  205.89  183.80 6.718392e+14 7.538207e+13 2.263193e+09 1.415361e+12 1.387692e+09 5.856058e+09 3.327781e+07
9.118425e-05  207.28  185.36 6.293780e+14 7.034462e+13 2.428882e+09 1.323044e+12 1.387796e+09 5.614894e+09 3.259332e+07
